observed_on,latitude,longitude,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,positional_accuracy,geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_state_name,species_guess,common_name,taxon_family_name,taxon_genus_name,scientific_name,iconic_taxon_name,taxon_id,id
20170617,44.63876156,-110.8646591,2017-06-17 21:33:22 UTC,Eastern Time (US & Canada),TRUE,502906,coastalwolf7,2017-07-14 22:53:41 UTC,2017-09-15 03:34:41 UTC,research,,https://www.inaturalist.org/observations/7054075,https://static.inaturalist.org/photos/9054216/medium.jpg?1500072825,,,FALSE,1,0,FALSE,3,"Yellowstone National Park, Yellowstone National Park, WY, US",473,,FALSE,,,,Wyoming,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7054075
20170714,55.29821155,-132.0715533,2017-07-14 16:27:09 UTC,Alaska,TRUE,249842,experiencealaska,2017-07-15 23:10:37 UTC,2017-11-14 01:17:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7067957,https://static.inaturalist.org/photos/9075374/medium.jpg?1500160387,,,FALSE,1,0,FALSE,3,"Clarence Strait, , AK, US",5,,FALSE,,,,Alaska,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,7067957
20170714,55.29791517,-132.0715028,2017-07-14 16:28:05 UTC,Alaska,TRUE,249842,experiencealaska,2017-07-15 23:13:06 UTC,2017-07-23 05:55:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7067995,https://static.inaturalist.org/photos/9075381/medium.jpg?1500160394,,,FALSE,1,0,FALSE,3,"Clarence Strait, , AK, US",10,,FALSE,,,,Alaska,Pink Salmon,Pink Salmon,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,Actinopterygii,107570,7067995
20170714,38.88134161,-107.1056696,2017-07-15 01:54:11 UTC,Mountain Time (US & Canada),TRUE,267092,ryanmyers,2017-07-16 02:26:36 UTC,2017-07-17 01:05:44 UTC,research,,https://www.inaturalist.org/observations/7070152,https://static.inaturalist.org/photos/9079017/medium.jpg?1500172025,,,FALSE,3,0,FALSE,3,"Lake Irwin, Crested Butte, CO, US",40,,FALSE,,,,Colorado,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7070152
19880704,62.840261,-92.386951,1988-07-05 03:35:00 UTC,Eastern Time (US & Canada),TRUE,533871,bkorol,2017-07-16 03:37:59 UTC,2017-11-14 18:12:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7070969,https://static.inaturalist.org/photos/10279696/medium.jpeg?1504744559,,Diana River,FALSE,1,0,FALSE,,"Keewatin Region, NU, Canada",1000,,FALSE,,,,,Arctic Char,Arctic Char,Salmonidae,Salvelinus,Salvelinus alpinus,Actinopterygii,111974,7070969
20170716,40.83702167,-74.9487,2017-07-16 17:52:02 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-07-16 19:29:20 UTC,2017-07-17 13:55:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7077785,https://static.inaturalist.org/photos/9090983/medium.jpg?1500233382,,,FALSE,1,0,FALSE,3,"07863, Liberty, NJ, US",,,FALSE,,,,New Jersey,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7077785
20170716,40.85735333,-74.98201167,2017-07-16 19:35:06 UTC,Eastern Time (US & Canada),TRUE,135019,madcap3693,2017-07-16 19:48:53 UTC,2017-07-19 12:09:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7078017,https://static.inaturalist.org/photos/9091643/medium.jpg?1500234558,,,FALSE,2,0,FALSE,3,"29 Lakeside Dr E, Liberty, NJ, US",,,FALSE,,,,New Jersey,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7078017
20170715,44.34966667,-103.9337472,2017-07-15 17:55:00 UTC,Mountain Time (US & Canada),,164000,ericaleicht,2017-07-16 19:59:57 UTC,2017-07-17 13:57:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7078200,https://static.inaturalist.org/photos/9091815/medium.jpeg?1500235105,,,FALSE,1,0,FALSE,,"Lawrence County, SD, USA",,,FALSE,,,,South Dakota,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,7078200
20170716,39.00383709,-106.9424265,2017-07-16 17:54:01 UTC,Mountain Time (US & Canada),FALSE,153596,rosemary_smith,2017-07-16 23:29:24 UTC,2017-07-18 02:16:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7081435,https://static.inaturalist.org/photos/9096582/medium.jpg?1500247772,,,FALSE,1,0,FALSE,3,"Gunnison County, US-CO, US",5,,FALSE,,,,Colorado,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,7081435
20170716,39.00391156,-106.9424155,2017-07-16 17:54:55 UTC,Mountain Time (US & Canada),FALSE,153596,rosemary_smith,2017-07-16 23:29:39 UTC,2017-08-06 05:38:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7081440,https://static.inaturalist.org/photos/9096591/medium.jpg?1500247790,,,FALSE,2,0,FALSE,3,"Gunnison County, US-CO, US",5,,FALSE,,,,Colorado,Cutthroat Trout,Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,Actinopterygii,68075,7081440
20170709,48.49673999,-113.3488441,2017-07-09 19:18:00 UTC,Mountain Time (US & Canada),TRUE,393377,pagophila,2017-07-17 00:39:42 UTC,2017-07-18 14:32:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7082650,https://static.inaturalist.org/photos/9097482/medium.jpeg?1500249804,,,FALSE,1,0,FALSE,,"Glacier NP -- Running Eagle Falls Trail, Glacier County, MT, USA",171,,FALSE,,,,Montana,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7082650
20170703,36.55837952,-81.3530577,2017-07-03 18:02:17 UTC,Eastern Time (US & Canada),TRUE,535133,nv_multispeciesfishing,2017-07-17 01:14:51 UTC,2017-07-21 12:07:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7083216,https://static.inaturalist.org/photos/9099263/medium.jpeg?1500254099,,,FALSE,2,0,FALSE,2,"674 Garvey Bridge Road Grassy Creek, NC 28631",5504,,FALSE,gps,gps,,North Carolina,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7083216
20150721,33.99770205,-81.05601143,2015-07-21 20:23:10 UTC,Eastern Time (US & Canada),TRUE,535133,nv_multispeciesfishing,2017-07-17 20:24:50 UTC,2017-07-19 08:12:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7093061,https://static.inaturalist.org/photos/9112899/medium.jpeg?1500323102,,,FALSE,1,0,FALSE,2,"Jarvis Klapman Boulevard West Columbia, SC 29169",1376,,FALSE,gps,gps,,South Carolina,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7093061
20170715,49.35624376,-114.2556582,2017-07-15 20:49:16 UTC,Mountain Time (US & Canada),TRUE,536198,temcq,2017-07-18 00:00:11 UTC,2017-11-01 23:22:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7095520,https://static.inaturalist.org/photos/9116435/medium.jpeg?1500336020,,,FALSE,1,0,FALSE,2,"Division No. 3, CA-AB, CA",459,,TRUE,gps,gps,,,Bull Trout,Bull Trout,Salmonidae,Salvelinus,Salvelinus confluentus,Actinopterygii,111978,7095520
20170717,49.82325535,-127.0428085,2017-07-17 23:22:00 UTC,Hawaii,TRUE,479957,mac-e,2017-07-18 01:41:22 UTC,2017-07-18 06:25:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7096786,https://static.inaturalist.org/photos/9118540/medium.jpeg?1500341989,,,FALSE,1,0,FALSE,,"Strathcona, BC, Canada",195,,FALSE,,,,,Chinook Salmon,Chinook Salmon,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Actinopterygii,54191,7096786
20170717,49.808081,-127.005987,2017-07-18 01:37:00 UTC,Hawaii,TRUE,479957,mac-e,2017-07-18 01:43:53 UTC,2017-08-02 05:52:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7096825,https://static.inaturalist.org/photos/9118597/medium.jpeg?1500342213,,,FALSE,2,0,FALSE,,"Strathcona, BC, Canada",342,,FALSE,,,,,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,7096825
20170718,43.0384485,-86.24101174,2017-07-18 15:18:14 UTC,Eastern Time (US & Canada),TRUE,536762,jnohner,2017-07-18 15:19:16 UTC,2017-11-14 01:16:48 UTC,research,,https://www.inaturalist.org/observations/7102958,https://static.inaturalist.org/photos/9132398/medium.jpg?1500391162,,,FALSE,1,0,FALSE,3,"Lake Michigan, Grand Haven charter township, MI, US",31920,,FALSE,,,,Michigan,Chinook Salmon,Chinook Salmon,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,Actinopterygii,54191,7102958
20170717,40.06407928,-124.049675,2017-07-17 23:18:42 UTC,Pacific Time (US & Canada),,229319,diskus,2017-07-18 19:37:08 UTC,2017-07-19 14:59:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7107102,https://static.inaturalist.org/photos/9137767/medium.jpeg?1500406635,,,FALSE,1,0,FALSE,2,"Whitethorn, CA 95589",,,FALSE,gps,gps,,California,Coastal Rainbow Trout,Coastal Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss irideus,Actinopterygii,143607,7107102
20161001,38.93718548,-120.0600193,2016-10-01 20:28:38 UTC,Pacific Time (US & Canada),TRUE,517789,nevadawolf1996,2017-07-19 02:59:24 UTC,2017-10-04 00:38:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7112614,https://static.inaturalist.org/photos/9147021/medium.jpg?1500433174,,,FALSE,1,0,FALSE,3,"2000 Baldwin Dr, South Lake Tahoe, CA, US",243,,FALSE,,,,California,Sockeye Salmon,Sockeye Salmon,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Actinopterygii,69922,7112614
20170622,49.739062,-125.31835,2017-06-22 17:45:00 UTC,Pacific Time (US & Canada),TRUE,108450,rjadams55,2017-07-19 04:45:03 UTC,2017-07-19 06:29:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7113672,https://static.inaturalist.org/photos/9148665/medium.jpeg?1500439506,,,FALSE,1,0,FALSE,,"Mount Washington, Strathcona Provincial Park",17,,FALSE,,,,,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7113672
20161214,-34.98943325,138.6383629,2016-12-14 02:14:00 UTC,Adelaide,TRUE,388888,rfoster,2017-07-19 12:37:42 UTC,2017-07-19 22:59:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7115708,https://static.inaturalist.org/photos/9151876/medium.jpeg?1500467703,,,FALSE,2,0,FALSE,,"Brown Hill Creek SA 5062, Australia",500,,FALSE,,,,South Australia,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7115708
20151010,44.62080278,-80.59669444,2015-10-10 22:57:00 UTC,Eastern Time (US & Canada),TRUE,533871,bkorol,2017-07-20 00:39:50 UTC,2017-11-20 04:42:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7124222,https://static.inaturalist.org/photos/9165549/medium.jpeg?1500511161,Fish,all but the smallest fish in photo,FALSE,2,0,FALSE,,"Meaford, ON, Canada",,,FALSE,,,,,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7124222
20070225,45.39275819,-79.20060207,2007-02-25 18:47:00 UTC,Eastern Time (US & Canada),TRUE,533871,bkorol,2017-07-20 00:40:49 UTC,2018-01-18 04:12:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7124239,https://static.inaturalist.org/photos/9165566/medium.jpg?1500511227,Fish,,FALSE,2,0,FALSE,,Arrowhead PP,695,,FALSE,,,,,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7124239
20170711,38.40123333,-120.1149583,2017-07-11 21:22:24 UTC,Pacific Time (US & Canada),FALSE,479733,babblingbrooke,2017-07-20 04:59:22 UTC,2017-07-20 11:25:20 UTC,research,,https://www.inaturalist.org/observations/7127453,https://static.inaturalist.org/photos/9170787/medium.jpg?1500526771,,,FALSE,2,0,FALSE,3,"Stanislaus National Forest, Arnold, CA, US",,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7127453
20170719,49.99121149,-114.4244156,2017-07-19 12:04:00 UTC,UTC,,536198,temcq,2017-07-20 14:15:36 UTC,2017-11-20 02:43:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7130589,https://static.inaturalist.org/photos/9175642/medium.jpeg?1500560111,,,FALSE,2,0,FALSE,,"Division No. 15, CA-AB, CA",983,,TRUE,,,,,Westslope Cutthroat Trout,Westslope Cutthroat Trout,Salmonidae,Oncorhynchus,Oncorhynchus clarkii lewisi,Actinopterygii,237535,7130589
20170718,53.01324704,-118.0956137,2017-07-18 19:03:00 UTC,Eastern Time (US & Canada),TRUE,109975,dkaposi,2017-07-20 21:44:42 UTC,2017-11-21 15:52:37 UTC,research,CC-BY-NC,http://inaturalist.ca/observations/7136187,https://static.inaturalist.org/photos/9185189/medium.jpg?1500586729,,,FALSE,1,0,FALSE,,"Snaring River, Jasper National Park, Division No. 15, AB, Canada",100,,FALSE,,,,,mountain whitefish,mountain whitefish,Salmonidae,Prosopium,Prosopium williamsoni,Actinopterygii,110664,7136187
20170718,52.650462,-7.249298,2017-07-18 11:39:17 UTC,Eastern Time (US & Canada),,384718,mmulqueen,2017-07-20 23:49:51 UTC,2017-07-21 17:07:32 UTC,research,CC0,https://www.inaturalist.org/observations/7137396,https://static.inaturalist.org/photos/9187273/medium.jpg?1500594607,"ireland, DSC_0056",,FALSE,1,0,FALSE,,kilkenny castle,252,,FALSE,,manual,,,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,7137396
20170721,56.01494823,9.696126428,2017-07-21 18:28:27 UTC,Africa/Johannesburg,,535441,kkc,2017-07-21 18:47:09 UTC,2017-12-22 03:59:49 UTC,research,,https://www.inaturalist.org/observations/7146296,https://static.inaturalist.org/photos/9201991/medium.jpg?1500662835,,,FALSE,3,0,FALSE,3,"Højlundvej 4, Møldrup, Midtjylland, DK",92,,FALSE,,,,Vejle,Grayling,Grayling,Salmonidae,Thymallus,Thymallus thymallus,Actinopterygii,114127,7146296
20170719,48.07355556,-89.449075,2017-07-19 19:49:00 UTC,Eastern Time (US & Canada),TRUE,18062,colindjones,2017-07-21 22:09:43 UTC,2017-08-22 23:24:27 UTC,research,CC-BY-NC,http://inaturalist.ca/observations/7149269,https://static.inaturalist.org/photos/9206086/medium.jpeg?1500674642,,,FALSE,2,0,FALSE,,"Thunder Bay District, ON, Canada",,,FALSE,,,,,Lake Trout,Lake Trout,Salmonidae,Salvelinus,Salvelinus namaycush,Actinopterygii,111991,7149269
20170721,57.04934308,-135.3232706,2017-07-21 22:21:25 UTC,Alaska,TRUE,14812,gwark,2017-07-22 01:06:48 UTC,2017-07-22 17:03:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7151328,https://static.inaturalist.org/photos/9209583/medium.jpeg?1500685611,,,FALSE,1,0,FALSE,2,"834 Lincoln St, Sitka, AK 99835, USA",4,,FALSE,,,,Alaska,Pink Salmon,Pink Salmon,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,Actinopterygii,107570,7151328
20170720,37.92466098,-119.2525249,2017-07-20 11:17:54 UTC,Pacific Time (US & Canada),TRUE,225692,luis40,2017-07-22 18:26:23 UTC,2017-07-24 10:11:38 UTC,research,,https://www.inaturalist.org/observations/7160322,https://static.inaturalist.org/photos/9223058/medium.jpg?1500747984,,,FALSE,1,0,FALSE,3,"93541, Lee Vining, CA, US",136,,FALSE,,,,California,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7160322
20170718,,,2017-07-18 11:42:49 UTC,Eastern Time (US & Canada),FALSE,542257,jdusina,2017-07-22 20:14:13 UTC,2017-11-10 17:32:16 UTC,research,,https://www.inaturalist.org/observations/7161905,https://static.inaturalist.org/photos/9225785/medium.jpg?1500754460,,,FALSE,1,0,FALSE,3,,347,private,TRUE,,,,Virginia,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7161905
20170721,45.35248279,-111.553422,2017-07-21 16:25:20 UTC,Mountain Time (US & Canada),TRUE,231584,montanaclan,2017-07-24 00:18:40 UTC,2017-10-01 12:39:32 UTC,research,CC-BY,https://www.inaturalist.org/observations/7180508,https://static.inaturalist.org/photos/9272839/medium.jpeg?1500922382,,,FALSE,1,0,FALSE,3,"401–533 Jack Creek Rd, Ennis, MT, US",5,,FALSE,,,,Montana,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7180508
20160707,39.67901034,-120.6486046,2016-07-07 14:47:00 UTC,Pacific Time (US & Canada),FALSE,385008,i_am_neil,2017-07-24 00:35:39 UTC,2017-07-24 10:05:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7180751,https://static.inaturalist.org/photos/9256268/medium.jpg?1500855474,,,FALSE,1,0,FALSE,,"Sierra County, CA, USA",132,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7180751
20170724,42.81568786,-122.112044,2017-07-24 16:43:13 UTC,Pacific Time (US & Canada),,544392,cris4,2017-07-24 16:48:25 UTC,2017-07-25 16:56:46 UTC,research,,https://www.inaturalist.org/observations/7189951,https://static.inaturalist.org/photos/9269919/medium.jpeg?1500914909,,Brown trout captured in Annie Creek during fisheries survey done by Crater Lake National Park.,FALSE,1,0,FALSE,2,"Volcanic Legacy Scenic Byway, Klamath Falls, OR 97601, USA",3669,,FALSE,gps,gps,,Oregon,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,7189951
20170720,44.25340703,-71.20728819,2017-07-20 13:18:51 UTC,Eastern Time (US & Canada),FALSE,526250,robinsleith,2017-07-25 17:36:19 UTC,2017-09-28 18:54:10 UTC,research,,https://www.inaturalist.org/observations/7204518,https://static.inaturalist.org/photos/9293670/medium.jpg?1501004181,,,FALSE,1,0,FALSE,3,"Coos County, US-NH, US",1028,obscured,TRUE,,,,New Hampshire,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7204518
20040725,58.41570471,-134.5551405,2004-07-25 19:49:08 UTC,Eastern Time (US & Canada),TRUE,540254,terrymct,2017-07-25 21:06:16 UTC,2017-08-31 21:01:31 UTC,research,,https://www.inaturalist.org/observations/7207175,https://static.inaturalist.org/photos/9297884/medium.jpg?1501016779,,,FALSE,2,0,FALSE,3,"99801, Juneau, AK, US",1957,,FALSE,,,,Alaska,Sockeye Salmon,Sockeye Salmon,Salmonidae,Oncorhynchus,Oncorhynchus nerka,Actinopterygii,69922,7207175
20170715,42.82987594,-123.719046,2017-07-16 00:57:00 UTC,Pacific Time (US & Canada),FALSE,416993,umpquamatt,2017-07-26 01:30:05 UTC,2017-07-26 16:14:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7211184,https://static.inaturalist.org/photos/9303488/medium.jpg?1501030609,,,FALSE,1,0,FALSE,,"Douglas County, OR, USA",15,,FALSE,,,,Oregon,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,7211184
20170725,55.14028432,-131.5781799,2017-07-25 18:24:39 UTC,Alaska,TRUE,249842,experiencealaska,2017-07-26 02:16:17 UTC,2017-08-31 20:58:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7211931,https://static.inaturalist.org/photos/9305389/medium.jpg?1501035381,,,FALSE,2,0,FALSE,3,"Port Chester, , , US",7208,,FALSE,,,,Alaska,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,7211931
20170725,55.28131213,-131.6289809,2017-07-25 18:25:02 UTC,Alaska,TRUE,249842,experiencealaska,2017-07-26 02:16:26 UTC,2017-08-31 20:58:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7211932,https://static.inaturalist.org/photos/9305392/medium.jpg?1501035389,,,FALSE,2,0,FALSE,3,"Nicholas Passage, , AK, US",5,,FALSE,,,,Alaska,Chum Salmon,Chum Salmon,Salmonidae,Oncorhynchus,Oncorhynchus keta,Actinopterygii,107572,7211932
20170726,47.38338893,-91.20748364,2017-07-26 16:49:46 UTC,Central Time (US & Canada),FALSE,546986,kurtmead,2017-07-26 17:10:22 UTC,2017-07-26 17:15:12 UTC,research,,https://www.inaturalist.org/observations/7219615,https://static.inaturalist.org/photos/9318213/medium.jpg?1501089075,,,FALSE,1,0,FALSE,3,"Cranberry Rd, Crystal Bay, MN, US",5,,FALSE,,,,Minnesota,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7219615
20170723,38.04832333,-119.2585833,2017-07-23 16:49:00 UTC,Pacific Time (US & Canada),TRUE,16101,dpom,2017-07-27 15:58:39 UTC,2017-10-01 12:39:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7232961,https://static.inaturalist.org/photos/9340338/medium.jpg?1501171112,,,FALSE,1,0,FALSE,,"Mono County, CA, USA",,,FALSE,,,,California,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7232961
20170727,46.91813016,-121.483705,2017-07-27 20:41:00 UTC,Pacific Time (US & Canada),TRUE,300278,kathawk,2017-07-29 05:13:30 UTC,2017-07-30 23:22:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7258324,https://static.inaturalist.org/photos/9378771/medium.jpeg?1501305175,,,FALSE,1,0,FALSE,,"Pierce County, WA, USA",31,,FALSE,,,,Washington,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7258324
20170716,-41.25583935,175.1304388,2017-07-15 23:22:00 UTC,Wellington,,59227,lisa_bennett,2017-07-29 06:50:56 UTC,2017-08-14 20:07:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7258660,https://static.inaturalist.org/photos/9379341/medium.jpeg?1501310531,,"This is the scene as we found it, a trout removed from the river, throat eaten but eggs left. A separate observation will be made to have a guess at whodunnit.",FALSE,1,0,FALSE,,"Rimutaka Forest Park 5373, New Zealand",822,,FALSE,,,,Wellington,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,7258660
20170728,38.84254167,-106.11895,2017-07-28 15:46:11 UTC,Mountain Time (US & Canada),,316076,gressington,2017-07-29 14:29:29 UTC,2017-08-26 19:20:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7261213,https://static.inaturalist.org/photos/9383253/medium.jpg?1501338621,,,FALSE,2,0,FALSE,3,"San Isabel National Forest, Buena Vista, CO, US",,,FALSE,,,,Colorado,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,7261213
20170729,45.96830651,-123.9144673,2017-07-29 17:26:00 UTC,Pacific Time (US & Canada),FALSE,15366,mikepatterson,2017-07-29 23:04:30 UTC,2018-01-09 04:52:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7268488,https://static.inaturalist.org/photos/9394817/medium.jpg?1501369319,,,FALSE,3,0,FALSE,,Beerman Creek Area,95,,FALSE,,,,Oregon,Coho Salmon,Coho Salmon,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,Actinopterygii,53692,7268488
20170710,59.116667,-154.278889,2017-07-10 02:42:21 UTC,UTC,TRUE,522270,troydeclan,2017-07-30 17:08:52 UTC,2017-07-30 18:26:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7279198,https://static.inaturalist.org/photos/9412333/medium.jpg?1501434531,Chum Salmon,"Held by my assistant in the McNeil River, Alaska.",FALSE,1,0,FALSE,,"McNeil River, Alaska",,,FALSE,,,,Alaska,Chum Salmon,Chum Salmon,Salmonidae,Oncorhynchus,Oncorhynchus keta,Actinopterygii,107572,7279198
20170729,40.77196333,-106.7582383,2017-07-29 19:16:26 UTC,Mountain Time (US & Canada),TRUE,555718,john305,2017-07-31 13:54:33 UTC,2017-08-21 01:48:05 UTC,research,,https://www.inaturalist.org/observations/7293295,https://static.inaturalist.org/photos/9435318/medium.jpg?1501509280,,,FALSE,2,0,FALSE,3,"Routt National Forest, Clark, CO, US",,,FALSE,,,,Colorado,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7293295
20170728,39.37598333,-106.9776217,2017-07-28 21:00:00 UTC,Mountain Time (US & Canada),,555718,john305,2017-07-31 13:54:59 UTC,2017-08-01 13:30:02 UTC,research,,https://www.inaturalist.org/observations/7293327,https://static.inaturalist.org/photos/9435324/medium.jpg?1501509311,,,FALSE,1,0,FALSE,3,"3066–3516 Frying Pan Rd, Basalt, CO, US",,,FALSE,,,,Colorado,Brown Trout,Brown Trout,Salmonidae,Salmo,Salmo trutta,Actinopterygii,47518,7293327
20170728,39.37894167,-106.9168333,2017-07-28 18:33:41 UTC,Mountain Time (US & Canada),TRUE,555718,john305,2017-07-31 13:55:32 UTC,2017-09-15 03:37:07 UTC,research,,https://www.inaturalist.org/observations/7293334,https://static.inaturalist.org/photos/9435330/medium.jpg?1501509338,,,FALSE,1,0,FALSE,3,"White River National Forest, Basalt, CO, US",,,FALSE,,,,Colorado,Rainbow Trout,Rainbow Trout,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,Actinopterygii,47516,7293334
20170727,46.91793597,-121.4836997,2017-07-27 21:46:00 UTC,Pacific Time (US & Canada),TRUE,330328,jamigramore,2017-07-31 16:52:35 UTC,2017-08-07 02:33:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7295099,https://static.inaturalist.org/photos/9437885/medium.jpeg?1501519298,,,FALSE,1,0,FALSE,,"Pierce County, WA, USA",36,,FALSE,,,,Washington,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7295099
20170608,43.89227,-81.360745,2017-06-08 17:13:29 UTC,Eastern Time (US & Canada),TRUE,556223,rileybio,2017-07-31 20:40:10 UTC,2017-08-22 23:04:42 UTC,research,,http://inaturalist.ca/observations/7297449,https://static.inaturalist.org/photos/9442132/medium.jpg?1501533613,,Caught while electrofishing a municipal drain for classification. ,FALSE,2,0,FALSE,3,"86488–86662 Scott Line, North Huron, ON, CA",,,FALSE,,,,,Brook Trout,Brook Trout,Salmonidae,Salvelinus,Salvelinus fontinalis,Actinopterygii,49596,7297449
